account,ownedStake
hivelist,"721,38001707"
koussbar,"618,06076311"
wrestorgonline,"606,19269743"
lolzbot,"604,34811833"
mary-be,"589,92859994"
bdc.witness,"582,60988492"
taintedblood,"565,09284496"
pimptoken,"538,96461509"
russia-btc,"525,84960418"
kryptodenno,"510,35442047"
gamer00,"503,29432928"
luislrt,"503,22680588"
thelogicaldude,"492,49709707"
epic-fail,"490,76538809"
meanbees,"484,0127647"
mawit07,"481,03099422"
andy4475,"480,19619894"
aichanbot,"469,69651087"
quekery,"468,85410357"
mcoinz79,"439,09688542"
flodor,"437,78365585"
flamo,"431,83149838"
h-e,"428,41154755"
weldmaster,"417,1543505"
smooms,"411,69152671"
dame18dame18,"409,00057709"
harpreetjanda,"402,61287489"
fort.retinox,"400,0"
thatgermandude,"394,38411128"
hewitness,"391,04374487"
thranax,"384,97119158"
atma.love,"382,55564456"
cookaiss,"361,37497789"
imno,"358,68236088"
b4phom3t,"348,84487413"
archon-mining,"340,14746418"
ecoinstant,"319,96676131"
dynamicrypto,"309,53454861"
leosoph,"294,80736341"
niallon11,"285,33330708"
hivehustlers,"282,6508214"
libertycrypto27,"276,11828207"
queensativa,"275,28238352"
definitelyn0tme,"275,0"
ourpick,"258,10895705"
soyrosa,"256,37529562"
roleerob,"253,95492904"
kizumo,"252,43242893"
liotes.burn,"252,20708616"
carsonroscoe,"250,0"
mango-juice,"249,93945361"
phusionphil,"246,87603455"
codingdefined,"246,7740693"
cursephantom,"239,67144163"
psyberx,"239,38146221"
captaincryptic,"235,73021328"
laruche,"232,38746531"
ww-ww,"232,12133214"
shadowspub,"229,62979965"
mein-senf-dazu,"225,91604894"
r1s2g3,"219,65973718"
cooperclub,"219,0460813"
tunnelmotions,"215,87530077"
bala41288,"215,41783652"
elamental,"215,02527009"
shadowwolf888,"213,54644018"
no-advice,"211,86591944"
valentin86,"211,13923316"
damus-nostra-2,"209,15450347"
ligayagardener,"208,70098819"
sumatranate,"208,33506038"
voltz-blag,"207,48075774"
noctury,"206,47487482"
mk-sports-token,"204,28053634"
rico-roughneck,"203,0"
primeradue,"202,22307608"
pgarcgo,"201,08515606"
mk-leo-token,"200,87319074"
lion200,"200,53850618"
justape,"200,13817545"
ivixmrktmkr,"200,00000001"
botvotes,"200,0"
csport,"200,0"
tenpik,"200,0"
lasvarat,"200,0"
tacotaco,"200,0"
acccount,"200,0"
gaskets,"200,0"
mk-pal-token,"200,0"
temporare,"200,0"
agumare,"200,0"
zeltra,"200,0"
intactbin,"200,0"
skyseven,"200,0"
salamandro,"200,0"
newparadigmtt,"200,0"
pizzabot,"199,41111999"
ynwa.andree,"198,35430186"
ph1102,"197,05519525"
blewitt,"195,84708291"
ammonite,"193,26069453"
jesterago,"190,94558936"
themyscira,"188,63517414"
braaiboy,"187,85816796"
dunksocial,"184,5310616"
torran,"176,00714581"
agog,"174,29240938"
bastionpm,"172,84325712"
edouard,"171,896893"
kheldar1982,"171,72260463"
craftystats,"166,39214588"
lxsxl,"165,28386014"
shiftrox,"164,63356102"
burlarj,"164,422344"
richardfyates,"162,43671754"
mary-me,"161,99361178"
smoomslive,"159,89678855"
dubble,"158,23174647"
hiq.bee,"151,35309598"
ackza,"151,05059572"
blueeyes8960,"150,79851831"
apoloo1,"150,71565925"
lolz.bee,"150,2326285"
lieta,"150,0"
arpuch,"145,03185614"
faireye,"139,89203875"
hykss,"134,1208342"
numasi,"132,24274822"
emaxisonline,"130,95237914"
thisisawesome,"129,72748527"
criptosectadepit,"128,74977063"
flaxz,"128,26570068"
bambukah,"127,96340891"
hakeke,"127,66065462"
lassecashwitness,"126,65515002"
louis.witness,"123,63183814"
familyhistory,"120,30440159"
lollipopred,"119,56590763"
darkflame,"114,34596446"
jimmy.adames,"112,80875903"
iamraincrystal,"111,60565725"
miketr,"110,26492613"
achim03,"109,66937883"
maakue,"107,24436718"
lukeisalive,"106,9057129"
bitandi,"104,88656824"
satyre,"104,30542855"
dw-he,"104,10474946"
twicejoy,"103,56621899"
archon-gov,"103,24742073"
wil.metcalfe,"103,0808988"
vasupi,"102,62637101"
gerber,"102,12801138"
prinzvalium,"102,02988057"
etblink,"100,66342748"
fwxiii,"100,43595196"
build-it,"100,25360246"
superhive,"100,08455004"
americaman,"100,0"
buynano-lp,"99,9998086"
stdd,"98,96376427"
balaz,"98,65082451"
schmidi,"96,85497091"
lotto-de,"96,25896716"
satren,"95,79252929"
chaoabunga,"95,62617032"
e-r-k-a-n,"93,55477235"
vikbuddy,"93,25489355"
ph1102.bee,"93,09079363"
iviaxpow3r,"92,4556492"
beststart,"92,40486233"
mario89,"90,86124909"
investinthefutur,"90,81279182"
yameen,"90,14874797"
eturnerx,"88,74039551"
successchar,"88,56400615"
junkfeathers,"88,55537525"
entrepidus,"88,53223439"
urun,"88,35598045"
hiq.redaktion,"88,26589457"
lolztoken,"86,85819379"
chickenfatale,"85,67583333"
peterale,"83,74784188"
discohedge,"83,65925072"
jacuzzi,"82,64383582"
bcarolan639,"82,43202595"
fun.miner,"82,20714438"
liotes,"82,1114909"
nobutsd1974,"80,92142046"
alive.chat,"80,70826755"
aron755,"79,57740679"
manuvert,"78,42312438"
captainloken,"78,29473244"
krakonos,"76,83832476"
salexa5,"76,7106685"
chapelle,"75,01794368"
howzat,"74,83021433"
dailygiveaways,"74,12479699"
simsahas,"73,54507054"
hetty-rowan,"73,43542603"
cryptofiloz,"73,15575032"
shadowstoem,"72,81841931"
joshman,"72,63261173"
amberyooper,"72,59965206"
amirtheawesome1,"71,97050533"
cyntor,"71,70154832"
alokkumar121,"70,1530967"
guurry123,"68,62919964"
aliveandthriving,"68,46283694"
ironshield,"67,84035867"
thekronny,"66,0"
tribaldexwitness,"65,69629458"
xabi,"65,43699756"
moeenali,"63,44392326"
iamalivechalleng,"63,34902931"
darmst,"62,6292404"
solymi,"62,00386788"
relf87,"61,81478676"
fredfettmeister,"61,43517875"
kingneptune,"61,22364056"
proctologic,"60,9"
edongdong,"60,4705579"
tribaldex,"57,09660586"
trashyomen,"56,05034495"
rob23,"55,58980904"
ctpsb,"55,42714371"
holoferncro,"55,35721052"
edgerik,"55,26339116"
offgridlife,"54,49251602"
yintercept,"54,03039945"
rentmoney,"53,95399094"
sourovafrin,"53,72577434"
kirstin,"53,44334603"
backinblackdevil,"53,30261334"
ladybe,"51,94151253"
muelli,"51,78088251"
reiseamateur,"51,57991268"
iamjabez,"51,01104319"
benthomaswwd,"50,42655028"
ana-maria,"50,08265057"
dlmmqb,"49,98694432"
barmbo,"49,86905613"
dragon-ti,"49,60206463"
siphon,"49,29059033"
dagger212,"49,07383634"
guruvaj,"47,43479404"
thepen,"47,4"
l337m45732,"46,85822334"
hive-112281,"46,77068392"
b0s,"46,68239739"
hiq.shares,"46,60027736"
zartisht,"46,48182661"
saachi,"46,16095848"
efastromberg94,"46,15534562"
unlikelysurvivor,"45,23233253"
maddogmike,"45,22806926"
heartbeatonhive,"45,1095199"
mackeymat,"44,0"
walk-the-grid,"43,80420191"
legalizabrazil,"43,25724039"
almightygrim,"43,16881034"
raizac,"42,98391329"
lipe100dedos,"42,62867516"
twaltar,"41,78587738"
berthold,"41,7670079"
sevenoh-fiveoh,"41,6330892"
femcy-willcy,"41,42243434"
onewolfe,"40,8205525"
zelegations,"40,73735528"
reward.app,"40,66198436"
alzee,"40,55617854"
bradleyarrow,"40,4150914"
wolfofnostreet,"40,40754492"
biglove,"40,22811094"
enforcer48,"40,22199378"
drunksamurai,"40,086028"
oudekrijger,"40,00158648"
he-witness,"39,3835302"
suzy5,"39,30234314"
hive-world,"39,300274"
mvl2304,"38,99647352"
uybee,"38,99460481"
kiel91,"38,23310941"
bityobit,"38,12574518"
hive-143869,"38,08742668"
verbalshadow,"37,95132616"
mistural,"37,84154363"
playbyhive,"37,79850061"
francis.melville,"37,71712067"
javivisan,"37,67862561"
itharagaian,"37,58978063"
danideuder,"37,55931633"
sagesigma,"37,49680468"
umuk,"37,18820591"
hivegifbot,"36,70962966"
india-witness,"36,70564041"
jakkal,"36,6188579"
w74,"36,50394731"
leemah1,"36,39577734"
holzhackerbuam,"35,99692712"
telokanda,"35,96"
flokiinu,"35,91759278"
readthisplease,"35,81395196"
spirits4you,"35,57397168"
xawi,"35,528173"
archonapp,"35,44252925"
newtrailers,"35,38922911"
alex2alex,"35,37238559"
shrazi,"35,22797531"
rayshiuimages,"35,05195206"
gadrian,"35,01062236"
levi-miron,"34,78513454"
felander,"34,47522184"
hivetrending,"34,39471939"
gwajnberg,"34,37838685"
funnel,"33,97397559"
enthef,"33,83112846"
mimismartypants,"33,76331915"
driptorchpress,"33,70675264"
cryptounicorn420,"33,59736222"
bobthebuilder2,"33,42932645"
new.things,"33,0874215"
linlove,"32,85667921"
chorock,"32,70864687"
dbooster,"32,69569311"
failingforwards,"32,29608677"
crazy.old.lady,"32,0"
curatorcat.pal,"31,92109501"
operahoser,"31,8988521"
tpkidkai,"31,76552481"
bananofarmer,"31,51401483"
der-prophet,"31,28077987"
actifit.pay,"31,26774244"
brofund,"31,14631541"
thehive,"31,01011972"
ryan600,"31,0"
pixiepost,"30,99621051"
desertjoe,"30,7743134"
bokica80,"30,58862265"
goingcrossroads,"30,48326118"
samsmith1971,"30,41575234"
dibblers.dabs,"30,30234495"
beeber,"30,26354214"
discovereurovelo,"30,05153646"
ukyron3,"29,89669502"
fronttowardenemy,"29,79177953"
sketchygamerguy,"29,46587899"
quduus1,"29,32254629"
pinkhub,"29,06428966"
karizma,"28,94318211"
farpetrad,"28,65933875"
cryptoandcoffee,"28,64180923"
dcitygame,"28,44130301"
hatoto,"28,29290345"
phantomphreak,"27,93601352"
alhmeel,"27,77933559"
atexoras,"27,69404144"
xxxedxxx,"27,66786841"
ferrate,"27,6494541"
manncpt,"27,59826906"
peakd,"27,35074514"
thebeardflex,"27,0857487"
bencar26,"27,0"
dmilliz,"26,90447192"
wochenblick,"26,87364653"
ddn688,"26,86308072"
bechibenner,"26,50717116"
splinter100dedos,"26,41939871"
cpol,"26,41371904"
fallen.angels,"26,30850658"
monica-ene,"26,24923036"
patronpass,"26,24570195"
davdiprossimo,"26,19399559"
ecoinstats,"25,99508936"
bubblegif,"25,9335267"
be-alysha,"25,90487404"
zottone444,"25,87571888"
papapanda3,"25,81366808"
proofofbrainio,"25,78140059"
lordneroo,"25,51553992"
hiveland.dapp,"25,35562717"
jeffjagoe,"25,35143748"
jongolson,"25,13402239"
dadspardan,"25,06869877"
florenceboens,"25,0487115"
ragnarokdel,"25,00338013"
misterc,"24,88338232"
nane-qts,"24,79004853"
seckorama,"24,59459528"
pdameron,"24,47242311"
ahmetay,"24,44373889"
newigennity,"24,43912609"
cantfoldaces,"24,3026565"
rondonshneezy,"24,17419849"
allcapsonezero,"24,16679145"
chuiiiiiiii,"24,08141533"
bloodynecronight,"24,05110332"
brain71,"24,04781849"
hive.fund,"24,02291257"
kenechukwu97,"24,02148068"
blervin,"23,97273726"
olebulls,"23,90005393"
mengao,"23,74763677"
igel2017,"23,6380034"
ravenmus1c,"23,5967237"
johannpiber,"23,56128045"
manniman,"23,54872195"
emeka4,"23,29474963"
jacobpeacock,"23,23886183"
ggbouncy,"23,23541834"
engine-stamm,"23,19937812"
andy.zaphod,"23,14554981"
lmac,"23,06593201"
x9ed1732b,"22,99116369"
crazyphantombr,"22,62086905"
elianaicgomes,"22,57892561"
cryptoking3,"22,47671017"
magwa,"22,39752836"
famoushade1,"22,27082401"
dcityrewards,"22,26651558"
witnessthesizzle,"22,11756225"
belemo,"21,87466045"
vikingingergiant,"21,83975205"
photosnap,"21,77247157"
zwhammer,"21,47875828"
underlock,"21,40004676"
strongstreams,"21,23660876"
jfuji,"21,19211816"
louis88,"20,91043637"
palteron,"20,66587707"
vocup,"20,62672999"
dirkzett,"20,62206725"
bilpcoinbpc,"20,43912747"
cornavirus,"20,40075119"
kakarot420,"20,32435153"
charazy420,"20,28382992"
scottshots,"20,2683039"
archives-upfunds,"20,22244768"
powerpaul,"20,14334088"
aweee,"20,13134278"
captaindingus,"20,05422702"
lookplz,"20,00211438"
ledinis,"19,97392609"
thecryptopimp,"19,60331517"
raymondspeaks,"19,43831712"
josediccus,"19,07124802"
vvgm,"19,04156971"
andy-vibes,"19,02600809"
cr4zych1ck3nb0y,"19,0"
kwskicky,"18,94889932"
r0nny,"18,92122938"
blervinlight,"18,85462726"
ctplite,"18,66436866"
schlooster,"18,60353232"
crrdlx,"18,55821256"
uyobong,"18,5189797"
blrog,"18,27179417"
jfang003,"18,26362245"
indextrader24,"18,19807607"
outlinez,"18,18645206"
miljo76,"18,08158981"
dragonslovetacos,"18,06337072"
taco-pizza,"18,0337841"
vaynard86,"17,97925048"
creativehive,"17,94008381"
hive-id,"17,93337809"
maurojd,"17,77021911"
agreste,"17,7690328"
wazock,"17,69410442"
yeckingo1,"17,65087928"
splinternews,"17,61489566"
aliveprojects,"17,5474445"
beeswap,"17,51144265"
anacristinasilva,"17,48303696"
diddydidit99,"17,46778656"
darth-azrael,"17,42101615"
rzc24-nftbbg,"17,3642427"
hiq,"17,27247661"
tokens-fr,"17,18618557"
egistar,"17,17952731"
attentionneeded,"17,11918843"
blokz,"17,1023091"
feesttent,"17,0"
imfarhad,"16,96851655"
ehizgabriel,"16,92858435"
magic.bee,"16,92698369"
lebah,"16,91349699"
robonft,"16,79983438"
rezoanulvibes,"16,722411"
riandeuk,"16,6533826"
skatehype.com,"16,59851187"
vibrokinetic,"16,58018635"
brianhuang,"16,52476828"
numpypython,"16,4132125"
vintherinvest,"16,40501924"
ozelot,"16,38954972"
reazul-dev,"16,38126546"
udabeu,"16,3490162"
narnary,"16,15685736"
pinkfloyd878,"16,03776143"
investyourvote,"15,95598036"
casimodo,"15,9468377"
ozelot47,"15,82305922"
rajatrandom,"15,78098457"
hiq.magazine,"15,7516189"
oliverschmid,"15,68260367"
chaosmagic23,"15,63061903"
dangerbald,"15,56811092"
entrepreneur.one,"15,45011389"
faquan,"15,4156285"
flapjvcks,"15,4"
jerson1231,"15,27619929"
masoom,"15,25755159"
nkemakonam89,"15,16474567"
thecuriousfool,"15,15815194"
bryan-imhoff,"15,15032864"
paulmoon410,"15,08533643"
mogerbear,"15,0"
lightyears,"15,0"
ehon,"14,99533967"
forsakensushi,"14,93510615"
kaseldz,"14,91735607"
tobywalter,"14,8933235"
lobaobh,"14,8861497"
sportsbuddy,"14,86125581"
chrislybear,"14,79525635"
themcgwire,"14,77572209"
aagabriel,"14,73901019"
shariarahammad,"14,72409184"
diamonddreamer,"14,65366352"
felixxx,"14,64329352"
jovak,"14,56981649"
eirik,"14,5262712"
sayee,"14,51652554"
michupa,"14,47823013"
castleberry,"14,412486"
b33drohn3,"14,21253701"
rcaine,"14,20683681"
sandraa1,"14,16999114"
moriarty95,"14,12053106"
halulam,"14,08803758"
rawnass,"14,01720071"
wlffreitas,"13,97367361"
rabona,"13,85808221"
norseland,"13,8518715"
truth2,"13,82309389"
masterthematrix,"13,68987995"
geneticmedia,"13,6890361"
gurseerat,"13,68447599"
asperger-kids,"13,61308952"
spk.beneficiary,"13,61262095"
steemychicken1,"13,5930156"
topworlds,"13,58429448"
freeedom,"13,55483528"
exilles,"13,55"
yangyanje,"13,40606892"
linn901,"13,18540859"
how-to-hive,"13,17743073"
blurrz,"13,0"
bluetalon,"13,0"
mytechtrail,"12,9923786"
catotune,"12,98908926"
stvy,"12,96442341"
vicegrip,"12,96261233"
natalia-irish,"12,9581025"
mathfb,"12,93641828"
dippingfears,"12,93304176"
chronocrypto,"12,90454705"
null,"12,84447578"
cryptopsycho21,"12,7955434"
jazzy07,"12,79552247"
slothbuzz,"12,78000106"
ifere,"12,76582866"
octavian1,"12,76272816"
mariuszkarowski,"12,64207302"
nicolcron,"12,64101436"
brando28,"12,60680765"
arrovf,"12,57022543"
quotidien,"12,5684433"
oldmans,"12,56046046"
aimee.tariq,"12,47681835"
suagm,"12,44466537"
nane,"12,43165299"
kenny-crane,"12,36719671"
bloggingaddict,"12,20600595"
las3rbone,"12,16386604"
handtalk5,"12,15820981"
tribemieregal,"12,07809978"
melbourneswest,"12,04858345"
skippyza,"12,03562028"
wolfnworbeikood,"12,02699457"
archmage.courier,"12,01382189"
death-and-taxes,"12,00431234"
neoxiancity,"12,00115836"
kemmyb,"11,94382969"
huckleberrie,"11,93520334"
blind-spot,"11,92463717"
gsauce1989,"11,90069853"
pieternijmeijer,"11,89887485"
qoogohome,"11,86790293"
proto26,"11,82781223"
boeingwrites45,"11,80612234"
elprutest,"11,75599922"
aadi-parin,"11,74565422"
yablonsky,"11,69749201"
kolokee,"11,684523"
tokenpimp,"11,68186589"
vickoly,"11,63629294"
gloriaolar,"11,63589112"
burn950,"11,5723968"
jpleron,"11,56275871"
mahmud552,"11,54680678"
bitpizza,"11,51942824"
hhayweaver,"11,51244444"
bigtakosensei,"11,50402058"
dylanhobalart,"11,49852009"
a1-shroom-spores,"11,4984882"
kaptnkalle,"11,49702406"
lifeskills-tv,"11,36572183"
kvinna,"11,3610779"
nathanmars,"11,31206589"
dauerbrenner05,"11,30026312"
nyxlabs,"11,29189788"
branbello,"11,14524173"
vuiyaga2022,"11,07669921"
axlertwinblade,"11,07588183"
cicisaja,"11,06123756"
zirky,"11,03702051"
coininstant,"11,0271042"
aussieninja,"11,01188778"
cabqueen,"11,0"
haradeas,"10,95702828"
matheusggr,"10,88396298"
nyinyiwin,"10,87103908"
mryoung1979,"10,84127997"
sailor24,"10,83239912"
shaddrak,"10,8271847"
tippingwisdom11,"10,80973256"
btcsam,"10,60731056"
dais12,"10,60197095"
sinaida,"10,5972845"
isnochys,"10,52776299"
fujifluz42,"10,52435811"
serhotest,"10,48843198"
urkanon,"10,48669232"
igormuba,"10,45413599"
vagabond42069,"10,45282474"
adam-lucas,"10,44701643"
starthilfe,"10,43119915"
kehrwoche,"10,41211062"
thoth442,"10,41206671"
valchiz,"10,38605459"
theiamultitude,"10,3639305"
incumbentlife,"10,28364066"
jazzy09,"10,26203755"
supriya.gupta1,"10,24936577"
failed.summoner,"10,23099987"
rokhani,"10,23005971"
xg4028,"10,19634635"
ash,"10,17816341"
bpcvoter,"10,15159053"
blicklicht,"10,11166603"
drax.leo,"10,10859069"
smallboost,"10,09025726"
inspiredbyhive,"10,08578263"
hamsterpoweriii,"10,07985647"
vetogrity4567,"10,05478321"
cruuzvicks,"10,04091251"
jats-0,"10,00000324"
darrenfj,"9,91292859"
melinda010100,"9,85156592"
jaopalas,"9,7432938"
kalib,"9,72917376"
sarguy43,"9,7"
davixesk8,"9,68515696"
siberian12,"9,67053058"
keechadkikali,"9,58312819"
akinolawilly,"9,5650254"
fireguardian,"9,56057179"
gidien,"9,51777433"
rtonline,"9,49523585"
homelesscrewmx,"9,46465795"
luizeba,"9,41133294"
challenge-fr,"9,40420486"
anhnghn,"9,3894047"
arcange,"9,36818512"
hatke,"9,29323094"
theacks,"9,26878486"
leoth28,"9,24491802"
gaming.grants,"9,13648639"
fromoza,"9,13277594"
tharanthula,"9,10422593"
evegrace,"9,06898883"
servelle,"9,05415699"
fnvdesigns,"9,00030951"
olympicdragon,"8,98613231"
penderis,"8,9850622"
squirrelacus,"8,97816526"
damus-nostra,"8,94966379"
oneup-curator,"8,93546956"
buffalobison,"8,92747808"
archmage.mint,"8,92100782"
hpccurator,"8,86846396"
fiberfrau,"8,77789058"
abreusplinter,"8,72783539"
eddwood,"8,71347888"
asdyfir,"8,639624"
ijat,"8,63622805"
luvshares,"8,61842688"
terganmarket,"8,54775881"
supriya.gupta,"8,53198452"
punkndrublic,"8,51028798"
mezume,"8,50045143"
stekene,"8,48004409"
isiksenpalvoja,"8,45031541"
brofi,"8,44719016"
nata86,"8,42002365"
digital.bank,"8,40185087"
itzninjafool,"8,3774239"
drax,"8,37538544"
hive-199275,"8,36488607"
revise.leo,"8,35719334"
drabs587,"8,3376122"
acolytesofhelio,"8,31661732"
damsel001,"8,26838169"
fedibio,"8,21428637"
justinparke,"8,20054698"
tokutaro22,"8,20039951"
shubhwaj,"8,19362628"
borsengelaber,"8,18146958"
pundito,"8,17281428"
bhelatnasudepan,"8,16535753"
peerfinance,"8,14839318"
kiokizz,"8,13639349"
bilpcoinbot,"8,12865404"
dungeondog,"8,08087697"
mintymile,"8,06374056"
cryptokungfu,"8,01882027"
bc-i,"8,01159447"
loshombresdepaco,"8,0"
toekins,"7,99289995"
revisesociology,"7,94394417"
slhp,"7,92653556"
joshsticks28,"7,9035197"
memess,"7,90070097"
clavdio75,"7,86929578"
giono,"7,82075564"
aarin-adebiyi,"7,8013407"
mrhive001,"7,79625847"
vyb.vyb,"7,71949302"
yibbiy,"7,68837841"
yamada46,"7,65833728"
felt.buzz,"7,63426342"
sudeginsiu,"7,59273574"
mchero,"7,58901675"
plicc8,"7,58847518"
sanjeevm,"7,58409666"
kolus290,"7,56803758"
slicense,"7,50495736"
bonus-fr,"7,50062277"
ronthroop,"7,4960967"
k3vinjam3s,"7,49527883"
stevieboyes,"7,4726427"
trentonlundy1,"7,46517843"
nogenta,"7,3836871"
middle-earthling,"7,3567669"
theb0red1,"7,32257481"
patriamcaritatis,"7,30805109"
jmis101,"7,30767201"
monsterbuster,"7,28610093"
youarealive,"7,24558062"
mypathtofire,"7,18772479"
harlowjourney,"7,13496618"
hivebuzz,"7,09547052"
ztazero,"7,05250634"
beatzchain,"7,04726629"
thecrazygm,"7,03811686"
thisismylife,"7,03661387"
detlev,"7,01846315"
visionaer3003,"7,01220507"
razackpulo.pob,"6,96025238"
snakeeyesf,"6,92110949"
m1sterjw,"6,90242133"
steemseph,"6,90165259"
shaggoth,"6,86198352"
mervinthepogi,"6,81686456"
ziabutt3836,"6,8082174"
ciderjunkie,"6,74383361"
yameen-ag,"6,70707613"
reidasshitcoin,"6,70689456"
emitv,"6,68838612"
hafiz34,"6,68461887"
zpek,"6,66822917"
tolsk,"6,63986852"
jaybart,"6,63270136"
carn,"6,60432839"
tjnew14,"6,59967393"
lovesports,"6,5717087"
envy2823,"6,55567218"
ydaiznfts,"6,54965162"
georgeknowsall,"6,54890192"
tykee,"6,54731268"
bobby.madagascar,"6,52334204"
frankbacon,"6,5178428"
cryptictruth,"6,5025595"
w1tty,"6,48399892"
chmoen,"6,48031726"
adedayoolumide,"6,45699603"
sirstriker,"6,44573656"
rishi556,"6,42776309"
ekotmordemy,"6,38820694"
hive-138307,"6,35539675"
japex1226,"6,32838355"
zestimony,"6,30259138"
hiq.smartbot,"6,29457046"
oadissin,"6,26663174"
skatehive,"6,2401853"
nadoeda,"6,20471861"
kachinhenry,"6,19459401"
realitavshaluan,"6,15635238"
steem82868,"6,14905252"
silverd510,"6,14465389"
tisfortony,"6,08932509"
jburke.mp4,"6,08098427"
altthair,"6,06874104"
jackglory,"6,00003183"
valdiva,"5,94536344"
elikast,"5,9453104"
cryptocompany,"5,92178289"
smartthoughts90,"5,91565937"
ecobanker,"5,83151316"
aino.tapani,"5,80675732"
ssjdynasty,"5,78013652"
oceanbee,"5,76518542"
bdmillergallery,"5,76217983"
ttatsu0815,"5,73367569"
rupinder,"5,73056328"
hurtlocker,"5,70648315"
mvl2304.sports,"5,6967336"
duke77,"5,67478884"
steemvpn,"5,64000857"
oople,"5,63969947"
fomofinance,"5,63872784"
impro2006,"5,63712627"
sonaker,"5,60141994"
jarvie,"5,58318183"
gusttavotx,"5,57954637"
alyssasanders,"5,5630867"
andres-ralph,"5,52621358"
harry-jacob,"5,52015529"
chisdealhd,"5,49404462"
shufunk,"5,4735031"
mk992039,"5,44363512"
jigster23,"5,43375774"
timhorton,"5,4184964"
rob23hive,"5,40207601"
behiverbee,"5,39952374"
skylinebuds,"5,39362123"
ragk88,"5,39328251"
engage1up,"5,34981099"
archmage.app,"5,34957733"
adie44,"5,34928322"
beerlover,"5,33713539"
ctrpch,"5,32088192"
hmvf,"5,32016988"
sandymeyer,"5,28509851"
cryptoniusrex,"5,27097387"
zallin,"5,25024699"
highfist,"5,23814018"
tsnaks,"5,23690472"
zonaskatemx,"5,23630825"
surgest,"5,1842411"
vishkaal,"5,14534402"
kerrislravenhill,"5,14025388"
jungleboy1,"5,13213724"
blockchainboyroy,"5,1181431"
mrenglish,"5,05187099"
noempathy,"5,03257434"
uwelang,"5,01210805"
urockradio,"5,0"
charcoalbuffet,"4,99936684"
shadflyfilms,"4,99327443"
youloseagain,"4,93041126"
megalithic,"4,92439004"
spontaneoussober,"4,92221441"
digitalsalt,"4,89087212"
moorgekaffii,"4,886095"
supersloth11,"4,87974585"
vickvan,"4,79872189"
h-t-t,"4,77360842"
jlufer,"4,72679334"
option2-e,"4,71364471"
unitmaster,"4,70844747"
alovely,"4,70014867"
shohana1,"4,68527402"
abyssalsoul,"4,67819374"
darmst5339,"4,67732031"
heaven131415,"4,65030984"
zfg,"4,64996213"
dynamichivers,"4,64053675"
aitorlopez,"4,63671436"
basilmarples,"4,60655472"
magicquokka,"4,57328207"
shikika,"4,56384934"
meme.bot,"4,55951919"
cool08,"4,55370149"
iasplan,"4,5418859"
colm.hive,"4,54070994"
fasacity,"4,53438216"
davidthompson57,"4,48564101"
flauwy-1up,"4,48524331"
meins0815,"4,48382155"
synergized,"4,48324663"
protosphere,"4,47928714"
randumb,"4,40976013"
thelunacysystem,"4,40958757"
