account,ownedStake
pixiedust4u,"145,772"
praise-eu,"145,772"
prechyrukky,"145,772"
prince10,"145,772"
purepinay,"145,772"
netaterra,"145,772"
ralphsam2,"145,772"
razack-pulo,"145,772"
chimchi1000,"145,772"
reefe,"145,772"
respuestastodos,"145,772"
richardtaylor,"145,772"
rishabh99946,"145,772"
romiz.amin,"145,772"
oja-venture,"145,772"
pablodare,"141,5628"
thegoliath,"140,9"
emaxisonline,"138,3865"
scoutroc,"138,0068"
nomaddreamer,"130,7722"
clicks2cash,"128,0684"
littlebee4,"127,6646"
indiebandguru,"125,006"
jfuji,"120,2429"
myanmarkoko,"119,6"
yuzana,"119,178"
bombus,"118,4622"
anderssinho,"118,3216"
uggya,"117,9262"
fnvdesigns,"115,8099"
ganjafarmer,"115,3329"
athomewithcraig,"113,101"
urkanon,"109,5292"
hive-143869,"107,5485"
xplosive,"106,4518"
curatorcat.leo,"105,9282"
aprilgillian,"104,944"
elkingplayer,"104,535"
dotz132,"104,5254"
wagyutrader,"103,632"
risingstarpool,"102,953"
kaniz,"101,805"
pompeylad,"101,5348"
ewkaw,"101,273"
jeevesyboy,"101,227"
actifit-peter,"100,8"
doctorfate,"100,7314"
wiljman76,"100,3"
ijat,"99,4185"
dragokazo,"99,0166"
mdrasel442,"96,155"
johnuko,"94,9887"
kevmcc,"94,6984"
alinalazareva,"94,1775"
captainspaulding,"90,3514"
amakauz,"89,4641"
thgaming,"87,8543"
vagabond42069,"87,5132"
onthemountain,"86,7143"
browery,"84,986"
pinkfloyd878,"84,5025"
truth2,"81,6746"
realsort,"81,08"
kcgm,"80,39"
memess.curator,"80,2103"
potta,"78,3187"
tosolini,"75,1"
candnpg,"74,977"
my1440,"72,209"
palomap3,"72,022"
trentonlundy1,"70,6466"
jesustiano,"67,1229"
pagane,"66,136"
thehive,"65,6485"
ayesha-malik,"65,497"
marvinix,"64,326"
mariya36,"63,7005"
akumagai,"63,5577"
ryanth17,"62,721"
kryptodenno,"61,705"
littlenewthings,"61,1"
memehive,"60,8786"
markhodge,"59,326"
hive-199275,"58,0322"
lolz.devs,"56,5509"
cwow2,"56,5167"
plint,"56,402"
sinistry,"56,3108"
amaillo,"55,9462"
barski,"55,5319"
nastyforce,"55,0"
braaiboy,"54,7758"
hariton,"54,1"
hiveboost,"53,109"
chatsunny,"52,4699"
giono,"51,5762"
dmhafiz,"51,5"
bilpcoinbpc,"51,314"
dstampede,"51,0916"
cliffagreen,"50,8974"
bokica80,"50,6631"
hivebuzz,"50,3"
maurojd,"50,1132"
erhan92,"50,1"
eunice9200,"50,088"
myjob,"50,0527"
risingstargame,"49,3725"
amirtheawesome1,"49,303"
lv99-rd-chocobo,"49,186"
bananofarmer,"48,983"
birdbeaksd,"48,932"
lolzbot,"48,5483"
neoxian,"48,451"
atomcollector,"47,846"
brutalmonkey,"47,583"
mell79,"46,9761"
thisismylife,"46,3657"
jurusakhir,"46,2913"
petertag,"45,9195"
ovey10,"45,87"
luba555,"45,7879"
amaari,"45,3589"
tanjakolader,"44,724"
projectmamabg,"44,4313"
thedoc07,"43,8787"
pregosauce,"43,607"
achim03,"42,6"
cuddlekitten,"42,4581"
mspbro,"41,545"
untzuntzuntz,"38,9017"
kevinnag58,"37,537"
shinyobjects,"36,925"
aweee,"36,6814"
gratitudemine,"35,6033"
freedomprepper,"33,939"
hucksbucks,"33,923"
bilpcoinbot,"33,25"
plicc8,"32,4954"
bilpcoin,"31,0"
tagmout,"30,3257"
lolz.oneup,"30,048"
ifarmgirl,"29,8233"
ninjamike,"28,942"
trashyomen,"28,771"
lorddiablo,"28,6"
beeminer,"28,4419"
kehrwoche,"28,1108"
antisocialist,"28,0634"
whywhy,"27,9594"
r1s2g3,"27,9"
mawit07,"27,5261"
generikat,"27,4"
darkflame,"26,74"
dontcare89,"26,5117"
assasinos3,"26,117"
fragozar01,"26,1"
jane1289,"25,919"
rzc24-nftbbg,"25,3225"
krakonos,"25,225"
elyelma,"25,0"
newairdrop,"24,3906"
entrepidus,"24,3894"
elikast,"24,2346"
playbyhive,"23,8427"
mauriciolimax,"23,7827"
quinnertronics,"23,6889"
bencwarmer,"23,6802"
isiksenpalvoja,"23,4237"
otuyanancy,"22,8"
priyanarc,"22,7"
darmstrong,"22,1139"
farhansadik2,"22,0"
supriya.gupta,"21,9"
florenceboens,"21,2054"
kizunasport,"20,9716"
nietokilll,"20,9642"
fredfettmeister,"20,9"
ravenmus1c,"20,4055"
fridee75,"20,4"
clavdio75,"20,3612"
lxsxl,"20,2715"
ngwinndave,"20,2276"
andy4475,"20,2162"
bhattg,"20,2033"
jsynnthagr8,"20,14"
sirenahippie,"19,6997"
benthomasuk,"19,6083"
middle-earthling,"19,5682"
rayius,"19,5092"
mehmetfix,"19,4"
zirochka,"19,2947"
brando28,"19,1194"
papilloncharity,"18,934"
williamtboy,"18,7"
dreemsteem,"18,2"
curatorcat.pal,"18,1615"
phoenixwren,"18,0309"
dajokawild,"17,88"
dwarflordnoj,"17,5391"
ecency,"17,3"
andyplays,"17,225"
penyaircyber,"17,1961"
stewie.wieno,"17,05"
happyme,"17,0"
gillianpearce,"16,9508"
thecryptopimp,"16,5285"
krevasilis,"16,268"
failingforwards,"16,217"
lolztoken,"16,202"
coquicoin,"16,075"
choco11oreo11,"16,0"
cindynancy,"15,941"
superxsymbiote,"15,848"
itsostylish,"15,7"
yen1503,"15,483"
bobthebuilder2,"15,443"
eyewaa,"15,3813"
servelle,"14,6014"
cpol,"14,5767"
soyunasantacruz,"14,481"
mateodm03,"14,4"
tattoodjay,"14,376"
rs405,"14,3737"
jongolson,"14,3"
anonymous02,"13,6443"
ykretz.sports,"13,5354"
mineopoly,"13,316"
libertysports27,"12,6968"
hiveborgminer,"12,6877"
ehizgabriel,"12,5"
henruc,"12,4259"
lottery-entry,"12,4045"
thaddeusprime,"12,3954"
vikingingergiant,"12,1915"
arena10,"12,121"
holoferncro,"11,9"
rentaw03,"11,6"
demotry,"11,54"
josman831,"11,5"
siramadeus,"11,5"
methodofmad,"11,4386"
collinz,"11,4"
atma.love,"11,3906"
kamalhs,"11,3786"
freeads.club,"11,357"
hhayweaver,"11,0188"
agreste,"10,9106"
jacuzzi,"10,886"
zakludick,"10,8409"
urri2020,"10,8"
thereikiforest,"10,7231"
pichat,"10,7085"
steevc,"10,636"
swearingradio,"10,3228"
misslasvegas,"10,3227"
robwillmann,"10,3"
infinitytcg,"10,2"
jaopalas,"10,2"
bozz,"10,2"
jaybart,"10,1005"
gwajnberg,"10,0613"
dlmmqb,"10,0282"
myrv,"10,0"
blitzzzz,"9,9"
da-prince,"9,894"
nyinyiwin,"9,8419"
linlove,"9,7656"
khoola,"9,7516"
cryptokim03,"9,715"
wittyzell,"9,6301"
w1tty,"9,513"
oneup-cartel,"9,372"
wearealive,"9,1"
dunksocial,"9,1"
hatke,"9,0951"
hollowknightgod,"9,048"
nobutsd1974,"8,925"
ahmadmangazap,"8,9"
nyimwa,"8,8873"
curatorcat,"8,7264"
thequizshow,"8,719"
poprzeczka,"8,7"
aljif7,"8,6496"
serhotest,"8,5089"
angie08,"8,5"
paulmoon410,"8,4736"
siberian12,"8,4"
merit.ahama,"8,4"
eii,"8,4"
weesleytv,"8,206"
deeanndmathews,"8,2"
justice007,"8,1"
iceledy,"8,0365"
wazock,"8,0"
poliac,"7,9"
ricardoeloy,"7,9"
tampilyne,"7,893"
fernandoylet,"7,8351"
cryptofiloz,"7,7"
m3ss,"7,652"
luizeba,"7,6"
cryptoalvirin,"7,4781"
oadissin,"7,325"
cryptoniusrex,"7,0139"
buzzgoblin,"7,0115"
txracer,"7,0"
dubble,"7,0"
ynwa.andree,"6,9519"
eythorphoto,"6,9012"
namelessnameless,"6,8"
ziabutt3836,"6,8"
hurtlocker,"6,6449"
zolajade,"6,589"
yasirgujrati,"6,54"
ph1102,"6,5"
esecholo,"6,4322"
luvshares,"6,432"
litguru,"6,4"
lordtimoty,"6,399"
blackdaisyft,"6,2"
sentipl,"6,2"
officialrosh1,"6,1718"
wesphilbin,"6,1196"
freed99,"6,1"
liotes,"6,1"
ragk88,"6,0964"
svanbo,"6,0"
hive-data,"6,0"
m0rph,"6,0"
photofeed,"6,0"
ecto1337,"5,9692"
elgringoviejo,"5,9465"
tygertyger,"5,9037"
victorbch,"5,892"
shanibeer,"5,8"
hopestylist,"5,8"
ksam,"5,7471"
ivarbjorn,"5,739"
freemoneyy,"5,738"
cryptoplanetbg,"5,701"
emeka4,"5,7"
rafasete,"5,6429"
khaleesii,"5,6"
bucipuci,"5,5"
hive-103505,"5,4874"
juliamulcahy,"5,3"
tokens-fr,"5,2877"
superslayer0040,"5,2248"
dirego1,"5,2"
nasincera,"5,1858"
mango-juice,"5,1396"
iskafan,"5,1"
djtrucker,"5,0"
silverquest,"5,0"
huckleberrie,"5,0"
gaming.grants,"5,0"
lesmann,"5,0"
paul20,"5,0"
jayna,"5,0"
token-thx,"5,0"
plantpoweronhive,"4,9858"
wil.metcalfe,"4,9"
traciyork,"4,854"
bluefinstudios,"4,846"
ultratrain,"4,8113"
iceman23,"4,802"
mojicap,"4,8"
rtonline,"4,8"
joalheal,"4,6947"
libertycrypto27,"4,6718"
ilap,"4,665"
blumela,"4,66"
katiebeth,"4,6"
titly,"4,6"
daljit1,"4,6"
myeong,"4,6"
actifit,"4,6"
filosof103,"4,5993"
monochromes,"4,4"
alexis666,"4,4"
rgondie,"4,337"
maarnio,"4,3"
cybercrypt0,"4,3"
vibrokinetic,"4,2244"
kemmyb,"4,2"
wanderingmoon,"4,116"
vrezion,"4,1"
belhaven14,"4,1"
practicaleric,"4,1"
joanstewart,"4,1"
therneau,"4,1"
alenox,"4,098"
zfg,"4,043"
taimen,"4,0398"
jaxsonmurph,"4,0102"
eddwood,"4,0"
mimismartypants,"3,97"
yeti72,"3,94"
tarot911,"3,9346"
nasfyneboy92,"3,9"
friendlymoose,"3,9"
apprentice001,"3,9"
joetunex,"3,9"
cezary-io,"3,9"
joseph23,"3,884"
naythan,"3,8811"
hivebg,"3,867"
hivebitsfaucet,"3,8153"
snook,"3,8071"
heskay,"3,8"
achimmertens,"3,8"
luueetang,"3,8"
nickydee,"3,7"
deraaa,"3,7"
mario02,"3,678"
slhp,"3,6744"
olujose6,"3,6065"
kenechukwu97,"3,6"
arcange,"3,6"
sonaker,"3,6"
pensieristupendi,"3,587"
felipejoys,"3,5"
dswigle,"3,5"
princessbusayo,"3,5"
enginewitty,"3,4782"
cindee08,"3,4733"
h3m4n7,"3,46"
kaycooks,"3,4556"
gregory-f,"3,448"
davidbright,"3,4"
shollywills,"3,4"
cmplxty,"3,356"
meme.bot,"3,3272"
subidu,"3,324"
revideogf,"3,2891"
reccandra,"3,2868"
darmst,"3,235"
chincoculbert,"3,2"
rnabc1,"3,192"
dbooster,"3,1859"
cryptogod1,"3,174"
stresskiller,"3,1138"
psychophilo,"3,1083"
theinkwell,"3,1"
taskmaster4450le,"3,1"
raj808,"3,1"
vrezyy,"3,0"
alejoca,"3,0"
c3r34lk1ll3r,"2,9954"
mchero,"2,982"
akinolawilly,"2,972"
killerwot,"2,9235"
rynow,"2,9"
chanmaly,"2,9"
lolxsbudoy,"2,9"
burlarj,"2,9"
susurrodmisterio,"2,8893"
danielhuhservice,"2,8367"
alexvan,"2,788"
thealliance,"2,7687"
hive-102040,"2,7079"
adie44,"2,7"
b0s,"2,7"
dragon-ti,"2,7"
chandorepraj,"2,7"
eijibr,"2,6486"
riverflows,"2,6"
freegifts,"2,6"
celi130,"2,6"
ruralio,"2,5876"
bfciv,"2,5684"
mistural,"2,559"
mondhero,"2,533"
grocko,"2,5317"
fiatgirl,"2,524"
leedsunited,"2,5"
sommylove,"2,5"
sukmhaske,"2,5"
indiaunited,"2,5"
zyzymena,"2,5"
donpapy,"2,5"
gracielaacevedo,"2,5"
sadheaven,"2,448"
brittandjosie,"2,4"
coolguy222,"2,4"
hive-135376,"2,4"
maxgolden,"2,4"
casimodo,"2,4"
diyhub,"2,4"
alovely,"2,4"
zekepickleman,"2,4"
dyson-the-booper,"2,4"
lollipopred,"2,362"
rosalestrust,"2,353"
beyondhorizonmm,"2,35"
adcreatordesign,"2,337"
metapiziks,"2,3153"
nicklewis,"2,313"
shohana1,"2,3"
rezoanulvibes,"2,3"
koussbar,"2,3"
bitandi,"2,3"
darmianto5,"2,237"
honeysaver,"2,2"
hannes-stoffel,"2,2"
chetanmann,"2,2"
olawalium,"2,2"
dailyspam,"2,2"
agmoore,"2,2"
facu03,"2,2"
kolkamkwan,"2,2"
rentmoney,"2,2"
crrdlx,"2,2"
darthsauron,"2,2"
macclean,"2,1829"
ykretz.leo,"2,181"
der-prophet,"2,15"
yieldgrower,"2,1314"
chichi18,"2,1"
sharmanhd,"2,1"
dd01a,"2,1"
bloghound,"2,1"
slobberchops,"2,1"
maccazftw,"2,1"
dayadam,"2,1"
naniplayergamer,"2,1"
senalove,"2,1"
castleberry,"2,029"
revideofg,"2,0271"
astrocat-3663,"2,0"
maakue,"2,0"
dbuzz,"2,0"
bilpcoinrecords,"2,0"
danmaruschak,"2,0"
synergized,"2,0"
ervin-lemark,"2,0"
lokywolf2295,"2,0"
thehoneypot,"2,0"
circlebubble,"2,0"
photonium,"2,0"
samostically,"1,991"
venan,"1,97"
quotidien,"1,9006"
inemsweet29,"1,9"
ablaze,"1,9"
lucieagboola,"1,9"
templeflower,"1,9"
thx.bht,"1,9"
kei2,"1,9"
repayme4568,"1,9"
jamerussell,"1,9"
freewritehouse,"1,9"
preshtrump99,"1,9"
padreelferenco,"1,895"
trayan,"1,891"
marshalmugi,"1,887"
princekham,"1,885"
karmaa13,"1,8563"
creodas,"1,816"
fabyusa72,"1,8005"
rayt2,"1,8"
quduus1,"1,8"
ctpchat,"1,8"
cervantes420,"1,8"
leifasaur,"1,8"
glimpsytips,"1,8"
pdameron,"1,8"
balikis95,"1,8"
marbrym,"1,8"
aschatria,"1,8"
fatimajunio,"1,8"
vedarg,"1,8"
scholaris,"1,8"
adoore-eu,"1,8"
pereu4ivatel,"1,7949"
olaunlimited,"1,772"
idksamad78699,"1,7584"
reidenling90,"1,7"
kennysplash,"1,7"
pele23,"1,7"
geneticmedia,"1,7"
jin-out,"1,7"
fantom22,"1,7"
brofund,"1,7"
thatcryptodave,"1,7"
combination,"1,7"
esther-emmanuel,"1,7"
ydaiznfts,"1,7"
bala41288,"1,7"
fairyberry,"1,7"
darahclem,"1,7"
waseemahsan887,"1,7"
finguru,"1,6939"
sinelux,"1,6779"
disi,"1,656"
digitalmgallery,"1,6529"
saffisara,"1,6132"
umirais,"1,6"
bernardinetti,"1,6"
spinvest,"1,6"
vesytz,"1,6"
invest-time,"1,6"
racemlaadhar,"1,6"
cescajove,"1,6"
jessicaossom,"1,6"
mmykel,"1,6"
galenkp,"1,6"
nane-qts,"1,568"
readthisplease,"1,5537"
kheldar1982,"1,5"
thecuriousfool,"1,5"
kelseyimoh,"1,5"
daniella619,"1,5"
marcinxyz,"1,5"
healjoal,"1,5"
buckaroobaby,"1,5"
seckorama,"1,5"
riandeuk,"1,4903"
pistedaf1,"1,4883"
fitbee,"1,4868"
guruvaj,"1,465"
cyberstory,"1,4478"
esecholito,"1,4469"
sieghard1990,"1,4228"
intishar,"1,4091"
faeriestories,"1,4037"
doziekash,"1,4"
henrietta27,"1,4"
kaerpediem,"1,4"
johnbenn,"1,4"
steemmonsters,"1,4"
kawsar8035,"1,4"
no-advice,"1,4"
