account,ownedStake
candnpg,"75,677"
memehive,"75,238"
atomcollector,"74,8757"
ksam,"74,5912"
alonicus,"74,2703"
mauriciolimax,"73,7872"
yoieuqudniram,"72,3247"
my1440,"72,209"
andy-vibes,"70,0777"
papilloncharity,"69,2661"
countrysid,"67,8225"
leemah1,"67,6785"
cezary-io,"67,2"
ayesha-malik,"66,797"
tengolotodo.leo,"66,3735"
meesterboom,"66,3"
thehive,"65,7131"
dstampede,"65,0881"
akumagai,"65,0088"
lolzbot,"64,6483"
mariya36,"64,4783"
eunice9200,"64,401"
fun.farms,"64,2752"
zonadigital21,"64,0875"
thebighigg,"63,8324"
rzc24-nftbbg,"63,0227"
ryanth17,"62,721"
sirenahippie,"62,4075"
luchyl,"61,9"
fredfettmeister,"61,8"
technologix,"61,0147"
oadissin,"60,9583"
m3ss,"60,3173"
markhodge,"60,026"
killerwot,"59,411"
braaiboy,"59,3434"
grindan,"59,3187"
iceledy,"59,1995"
henruc,"59,046"
hive-199275,"58,6954"
drax.blogarchive,"58,6794"
quinnertronics,"58,2565"
gameexp,"57,941"
chillmaw,"57,709"
tonybad,"57,6984"
alenox,"57,0095"
plint,"56,402"
amaillo,"55,9462"
nastyforce,"55,0"
cuddlekitten,"54,1798"
ngwinndave,"54,103"
dontcare89,"53,565"
hiveboost,"53,109"
chatsunny,"52,4699"
wazock,"51,9"
daethical,"51,681"
thisismylife,"51,0903"
thedoc07,"51,0789"
lv99-rd-chocobo,"50,9071"
risingstargame,"50,8725"
rationale0440,"50,6"
faustine.books,"50,3769"
alive.trader,"50,2262"
vaped,"50,1"
fenngen,"50,0214"
amirtheawesome1,"49,503"
mein-senf-dazu,"49,2505"
bananofarmer,"49,083"
thedd,"49,0"
birdbeaksd,"48,932"
projectmamabg,"48,9185"
djbagman,"48,89"
neoxian,"48,751"
tanjakolader,"48,024"
pichat,"48,0085"
adcreatordesign,"47,5844"
brutalmonkey,"47,583"
florakese,"47,5015"
seckorama,"47,3339"
c3r34lk1ll3r,"47,1023"
beebop,"46,9749"
jurusakhir,"46,2913"
petertag,"45,9195"
luba555,"45,7879"
prinzvalium,"45,4008"
curatorcat,"45,0739"
merit.ahama,"44,3"
gratitudemine,"44,2294"
darmstrong,"44,1748"
untzuntzuntz,"43,251"
coin.curator,"43,2217"
curart38,"42,154"
thereikiforest,"41,662"
mspbro,"41,545"
lauwarm,"41,5207"
industriousliv,"41,0"
happyme,"40,7"
ramadhanight,"40,5456"
fridee75,"40,5"
mawit07,"40,2611"
astramar,"40,2388"
crazyphantombr,"40,2325"
fragozar01,"40,2"
neopch,"40,1944"
epearson,"39,4831"
susurrodmisterio,"38,708"
jim-crypto,"38,6724"
ricardoeloy,"38,4459"
veganlove,"37,5937"
shinyobjects,"37,125"
kdtkaren,"37,0038"
liketu,"36,9126"
fasacity,"36,5331"
bfciv,"36,4079"
phoenixwren,"36,2409"
topworlds,"36,1553"
nobutsd1974,"35,6438"
sacra97,"35,4424"
tin.aung.soe,"35,4283"
amigoponc,"35,226"
deeanndmathews,"34,0"
hucksbucks,"33,9495"
priyanarc,"33,9"
pixresteemer,"33,7"
buffalobison,"33,3824"
rtonline,"33,2246"
dewabrata,"33,2094"
kehrwoche,"33,0551"
zakludick,"32,8697"
liotes,"32,7"
plicc8,"32,4954"
lasort,"32,4"
dwarflordnoj,"31,1382"
celf.magazine,"30,9442"
uthantzin,"30,8"
ecency,"30,7"
generikat,"30,7"
supriya.gupta,"30,6"
theapothecary,"30,1"
lolz.oneup,"30,048"
sammyhive.alive,"30,0"
sonaker,"29,9"
monstermama,"29,6556"
esecholito,"29,3996"
rosalestrust,"29,3363"
ninjamike,"28,942"
antisocialist,"28,8174"
trashyomen,"28,771"
pvmihalache,"28,743"
slhp,"28,7182"
josephdon211,"28,6362"
dreemsteem,"27,8"
zirochka,"27,7136"
drunksamurai,"27,3"
anandkj611,"26,9759"
p1k4ppa10,"26,9232"
darkflame,"26,84"
asia-pl,"26,8015"
davchi2,"26,548"
krakonos,"26,3852"
danielhuhservice,"26,3802"
bencwarmer,"26,2511"
assasinos3,"26,117"
minnow-aid,"26,1"
methodofmad,"26,0678"
blitzzzz,"26,0"
valentin86,"25,7831"
captainquack22,"25,5555"
playbyhive,"25,4427"
newairdrop,"25,2506"
arveno,"25,0417"
nata86,"24,5"
mateodm03,"24,5"
nyinyiwin,"24,462"
cleanyourcity,"24,3535"
johnny023,"24,3"
hiro.guita,"24,0"
ramon2024,"23,9554"
hive-103505,"23,8"
dubble,"23,5"
thequizshow,"23,3598"
alitas,"23,2751"
monsterbuster,"23,2179"
sk1920,"23,1739"
middle-earthling,"22,9613"
otuyanancy,"22,8"
valggav,"22,6403"
solart,"22,5845"
hindavi,"22,5641"
adrianhadjii,"22,4762"
tattoodjay,"22,476"
ravenmus1c,"22,3055"
farhansadik2,"22,0"
treasuree,"21,8887"
lebah,"21,561"
itsostylish,"21,3"
diegoloco,"21,2855"
der-prophet,"21,1284"
kizunasport,"20,9716"
token-thx,"20,9"
liquidity.pool,"20,8387"
bobthebuilder2,"20,4095"
tx24bv2,"20,3588"
jsynnthagr8,"20,3"
invest-time,"20,2"
taskmanager,"20,1504"
digitalbrain,"19,7574"
ahmadmangazap,"19,7"
thecryptopimp,"19,6829"
enginewitty,"19,462"
sunset.curator,"19,3456"
steevc,"19,2187"
superxsymbiote,"19,0518"
acidosis,"18,9265"
williamtboy,"18,7"
pero82,"18,6492"
fernandoylet,"18,5412"
josman831,"18,0"
nialalolleur,"17,9476"
dajokawild,"17,88"
liaminit1,"17,7676"
antipops,"17,5654"
nyimwa,"17,3006"
andyplays,"17,225"
lolztoken,"17,202"
gillianpearce,"17,0508"
rentaw03,"17,0"
trincowski,"17,0"
thaddeusprime,"16,8892"
vesytz,"16,7674"
soltecno,"16,683"
aiovo,"16,6499"
hive-179017,"16,53"
xuwi,"16,5"
hopestylist,"16,4774"
cindynancy,"16,441"
mineopoly,"16,416"
krevasilis,"16,3299"
failingforwards,"16,217"
marsupia,"16,1652"
burn950,"16,0228"
choco11oreo11,"16,0"
ziabutt3836,"16,0"
hoffmeister84,"15,8391"
deraaa,"15,6"
cryptochroma,"15,5082"
yen1503,"15,483"
erking,"15,1"
gtpjfoodbank,"15,0"
hatke,"14,9252"
poprzeczka,"14,9"
foodwhale,"14,7625"
sentipl,"14,7"
soyunasantacruz,"14,681"
dhedge,"14,6"
truth2.curator,"14,598"
ydaiznfts,"14,5828"
preciouz-01,"14,527"
ili0braz,"14,5167"
rs405,"14,3737"
hive-106444,"14,3324"
rqr4,"14,3134"
fundacoven,"14,2429"
trumpybear,"14,2286"
shanibeer,"14,2"
collinz,"14,0"
ynwa.andree,"13,7944"
linlove,"13,7627"
sabajfa,"13,6603"
ciderjunkie,"13,5225"
steemjustice,"13,5191"
cryptofiloz,"13,5"
eii,"13,4"
siberian12,"13,4"
libertysports27,"13,2752"
bucipuci,"13,0"
vikingingergiant,"12,9014"
gattafabianorecz,"12,8743"
ehizgabriel,"12,8"
jhymi,"12,6561"
dlmmqb,"12,636"
khoola,"12,6227"
anarchy999,"12,6063"
satoshinakam0to,"12,3931"
poliac,"12,3"
arena10,"12,221"
ourpick,"12,2"
republicrose,"12,1897"
joetunex,"12,0"
tinyputerboy,"11,9313"
holoferncro,"11,9"
memess.fun,"11,837"
katerinaramm,"11,7001"
hivedeb,"11,667"
beauty197,"11,6295"
demotry,"11,54"
kalib,"11,5"
achimmertens,"11,5"
siramadeus,"11,5"
kamalhs,"11,3786"
freeads.club,"11,357"
mimismartypants,"11,2641"
maccazftw,"11,2"
yibbiy,"11,1692"
swearingradio,"11,1554"
memess.dbuzz,"11,0232"
yasirgujrati,"10,84"
wittyzell,"10,8301"
gwajnberg,"10,6613"
misslasvegas,"10,6227"
wesphilbin,"10,4136"
poshthreads,"10,3"
robwillmann,"10,3"
thekittygirl,"10,2925"
dickturpin,"10,2737"
cryptoonians,"10,2634"
jaopalas,"10,2"
tuffopp,"10,2"
dotwin1981,"10,1568"
paulmoon410,"10,0444"
yokosama,"10,0084"
snook,"10,0002"
myrv,"10,0"
drax.leo,"10,0"
cryptokim03,"9,9819"
arc-echo,"9,9658"
da-prince,"9,894"
matias-walkoski,"9,831"
actifit,"9,8"
naythan,"9,7811"
aljif7,"9,7643"
idksamad78699,"9,7584"
w1tty,"9,758"
run.vince.run,"9,6"
angie08,"9,6"
kemmyb,"9,6"
leo-hive,"9,5908"
malos10,"9,4942"
tampilyne,"9,4279"
sofs-su,"9,4"
oneup-cartel,"9,372"
dunksocial,"9,3"
pereu4ivatel,"9,2993"
honusurf,"9,2198"
balikis95,"9,2"
dirego1,"9,2"
hollowknightgod,"9,048"
officialrosh1,"9,0478"
chacald.dcymt,"9,0326"
hive-fr-engine,"9,0133"
litguru,"9,0"
kheldar1982,"8,9833"
geom,"8,676"
traciyork,"8,654"
vaynard.fun,"8,6411"
seki1,"8,6"
nicolimitless,"8,5675"
mario02,"8,5412"
hatdogsensei,"8,5"
thinkrdotexe,"8,4969"
princessbusayo,"8,4"
thealliance,"8,3974"
cryptocompany,"8,3436"
weesleytv,"8,206"
georgeknowsall,"8,1889"
bitcoinflood,"8,1256"
justice007,"8,1"
practicaleric,"8,0"
dayadam,"8,0"
blackdaisyft,"8,0"
leveluplifeph,"7,9744"
riverflows,"7,9"
solairitas,"7,8551"
michaelklinejr,"7,843"
alexvan,"7,8261"
ifarmgirl-leo,"7,8"
mango-juice,"7,7673"
photofeed,"7,7"
sunday-tags,"7,6712"
cyberqueenmeg,"7,6195"
sommylove,"7,6"
akiraymd,"7,5529"
freegifts,"7,5"
cryptoalvirin,"7,4781"
satyre,"7,4765"
grocko,"7,4642"
eythorphoto,"7,4149"
