account,ownedStake
elyelma,"6,7936"
bhelatnasudepan,"6,6"
zolajade,"6,589"
luvshares,"6,332"
eii,"6,1"
khoola,"6,022"
ecto1337,"5,968"
merit.ahama,"5,9"
victorbch,"5,892"
nkemakonam89,"5,8"
cryptofiloz,"5,8"
ivarbjorn,"5,739"
cryptoplanetbg,"5,701"
operahoser,"5,671"
tagmout,"5,547"
deeanndmathews,"5,5"
photofeed,"5,5"
rayius,"5,436"
zakludick,"5,427"
angie08,"5,4"
bozz,"5,4"
mawit07,"5,3"
derppunk,"5,206"
emeka4,"5,1"
huckleberrie,"5,0"
silverquest,"5,0"
djtrucker,"5,0"
new.things,"5,0"
whywhy,"4,937"
florenceboens,"4,9137"
iceman23,"4,802"
m0rph,"4,8"
mojicap,"4,8"
hurtlocker,"4,7491"
isiksenpalvoja,"4,7458"
ifarmgirl,"4,7"
ilap,"4,665"
thecryptopimp,"4,609"
mateodm03,"4,6"
rentaw03,"4,6"
poliac,"4,6"
nyinyiwin,"4,555"
buzzgoblin,"4,498"
lesmann,"4,4"
khaleesii,"4,4"
coquicoin,"4,4"
titly,"4,4"
rgondie,"4,337"
cryptoniusrex,"4,317"
apoloo1,"4,306"
wil.metcalfe,"4,3"
cybercrypt0,"4,3"
bananasfallers,"4,2896"
iskafan,"4,2"
maarnio,"4,2"
traciyork,"4,154"
zfg,"4,043"
yeti72,"3,94"
misterc,"3,914"
hivebg,"3,867"
wanderingmoon,"3,816"
ph1102,"3,8"
nasfyneboy92,"3,8"
luizeba,"3,8"
blumela,"3,749"
deraaa,"3,7"
hive-data,"3,7"
melinda010100,"3,676"
luueetang,"3,6"
pensieristupendi,"3,587"
atma.love,"3,507"
namelessnameless,"3,5"
heskay,"3,5"
madmanmusic,"3,5"
myjob,"3,5"
apprentice001,"3,5"
joseph23,"3,484"
blitzzzz,"3,4"
siramadeus,"3,4"
jayna,"3,4"
felipejoys,"3,3"
practicaleric,"3,3"
davidbright,"3,3"
bhattg,"3,222"
litguru,"3,2"
rnabc1,"3,192"
cryptogod1,"3,174"
h3m4n7,"3,16"
therneau,"3,1"
risingstargame,"3,1"
consciouscat,"3,1"
anonymous02,"3,1"
beeber,"3,1"
cmplxty,"3,056"
alejoca,"3,0"
akinolawilly,"2,972"
mchero,"2,958"
vibrokinetic,"2,921"
blackdaisyft,"2,9"
shollywills,"2,9"
curatorcat.pal,"2,82"
maurojd,"2,81"
monochromes,"2,8"
collinz,"2,8"
fredkese,"2,8"
bluefinstudios,"2,746"
joetunex,"2,7"
lolxsbudoy,"2,7"
gregory-f,"2,648"
paulmoon410,"2,647"
hive-143869,"2,6342"
chincoculbert,"2,6"
lorddiablo,"2,6"
friendlymoose,"2,6"
bucipuci,"2,6"
taskmaster4450le,"2,6"
myeong,"2,6"
mondhero,"2,533"
synergie,"2,5156"
poprzeczka,"2,5"
donpapy,"2,5"
leedsunited,"2,5"
c3r34lk1ll3r,"2,494"
ultratrain,"2,4843"
mimismartypants,"2,47"
mistural,"2,459"
sadheaven,"2,448"
lordtimoty,"2,434"
ynwa.andree,"2,4"
dswigle,"2,4"
celi130,"2,4"
hive-135376,"2,4"
maxgolden,"2,4"
pixresteemer,"2,4"
alexvan,"2,388"
lollipopred,"2,362"
revideogf,"2,312"
dyson-the-booper,"2,3"
cezary-io,"2,3"
svanbo,"2,3"
macfit,"2,3"
gracielaacevedo,"2,3"
tygertyger,"2,2585"
beyondhorizonmm,"2,25"
darmianto5,"2,237"
theinkwell,"2,2"
kenechukwu97,"2,2"
penderis,"2,2"
ykretz.leo,"2,181"
thealliance,"2,147"
snook,"2,138"
fabyusa72,"2,135"
yieldgrower,"2,131"
jdike,"2,1"
jaxsonmurph,"2,1"
dirego1,"2,1"
misslasvegas,"2,1"
sharmanhd,"2,1"
freed99,"2,1"
coolguy222,"2,1"
kolkamkwan,"2,1"
temmylade,"2,1"
kojiri,"2,1"
darmst,"2,0943"
bokica80,"2,044"
kizunasport,"2,009"
revideofg,"2,0"
photonium,"2,0"
bilpcoinrecords,"2,0"
lokywolf2295,"2,0"
liotes,"2,0"
astrocat-3663,"2,0"
mario02,"1,978"
venan,"1,97"
castleberry,"1,929"
mango-juice,"1,929"
senalove,"1,9"
preshtrump99,"1,9"
templeflower,"1,9"
honeysaver,"1,9"
joalheal,"1,9"
padreelferenco,"1,895"
trayan,"1,891"
marshalmugi,"1,887"
karmaa13,"1,856"
cryptoalvirin,"1,8413"
metapiziks,"1,822"
creodas,"1,816"
arcange,"1,8"
fatimajunio,"1,8"
glimpsytips,"1,8"
libertycrypto27,"1,8"
chandorepraj,"1,8"
rayt2,"1,8"
princekham,"1,785"
olaunlimited,"1,772"
rentmoney,"1,7"
kennysplash,"1,7"
maakue,"1,7"
shohana1,"1,7"
luba555,"1,7"
browery,"1,7"
alovely,"1,7"
reidenling90,"1,7"
princessbusayo,"1,7"
dotz132,"1,7"
actifit,"1,7"
dbuzz,"1,7"
samostically,"1,691"
penyaircyber,"1,675"
disi,"1,656"
nicklewis,"1,613"
acgalarza,"1,6"
agmoore,"1,6"
fairyberry,"1,6"
ctpchat,"1,6"
joanstewart,"1,6"
jin-out,"1,6"
raj808,"1,6"
racemlaadhar,"1,6"
rezoanulvibes,"1,6"
dontcare89,"1,541"
firstborn.pob,"1,539"
b0s,"1,5"
hopestylist,"1,5"
danmaruschak,"1,5"
quduus1,"1,5"
jesustiano,"1,5"
kemmyb,"1,5"
crrdlx,"1,5"
marcinxyz,"1,5"
noctury,"1,447"
esecholito,"1,446"
adoore-eu,"1,4"
doziekash,"1,4"
ablaze,"1,4"
jessicaossom,"1,4"
daniella619,"1,4"
mmykel,"1,4"
indiaunited,"1,4"
wesphilbin,"1,4"
burlarj,"1,4"
zirochka,"1,4"
kaerpediem,"1,4"
rafasete,"1,4"
nane-qts,"1,368"
decentropia,"1,3"
repayme4568,"1,3"
galenkp,"1,3"
umirais,"1,3"
tommyl33,"1,3"
eco-alex,"1,3"
liftslikealady,"1,3"
monica-ene,"1,3"
igormuba,"1,294"
riandeuk,"1,275"
johnripper,"1,269"
felt.buzz,"1,212"
dagz,"1,2"
mba2020,"1,2"
sommylove,"1,2"
leifasaur,"1,2"
grocko,"1,2"
sukmhaske,"1,2"
pappyelblanco,"1,2"
jamerussell,"1,2"
momogrow,"1,2"
city-bounter,"1,2"
rtonline,"1,2"
henry897,"1,2"
chetanmann,"1,2"
brittandjosie,"1,2"
freewritehouse,"1,2"
steemmonsters,"1,2"
queenstarr,"1,192"
guruvaj,"1,165"
entraide.rewards,"1,135"
maciejficek,"1,128"
lemouth,"1,116"
pravesh0,"1,11"
chefbgob,"1,102"
shanibeer,"1,1"
anikekirsten,"1,1"
las3rbone,"1,1"
tangmo,"1,1"
wearealive,"1,1"
btcsam,"1,1"
scholaris,"1,1"
buckaroobaby,"1,1"
fantom22,"1,1"
internutter,"1,1"
kelseyimoh,"1,1"
youngelder,"1,1"
lordanquek,"1,1"
risingkhushboo,"1,1"
naythan,"1,083"
enginewitty,"1,08"
nilomck1,"1,033"
marvan777,"1,026"
dbooster,"1,015"
hive-117638,"1,008"
readthisplease,"1,002"
zyzymena,"1,0"
racheladeline,"1,0"
shimbodoesart,"1,0"
dsc-r2cornell,"1,0"
ahmadmanga,"1,0"
thehoneypot,"1,0"
kawsar8035,"1,0"
enjoywithtroy,"1,0"
cardtrader,"1,0"
rampage2231,"1,0"
adeife2,"1,0"
youarealive,"1,0"
abmakko,"1,0"
grecki-bazar-ewy,"1,0"
kraken99,"0,993"
femcy-willy,"0,95"
braveboat,"0,945"
tabs1250,"0,941"
shinoxl,"0,941"
w1tty,"0,935"
wittyzell,"0,9"
combination,"0,9"
derfabs,"0,9"
jagmeet12,"0,9"
diyhub,"0,9"
brofund,"0,9"
nysster,"0,9"
sentipl,"0,9"
eylz619,"0,9"
dwarflordnoj,"0,9"
pibara,"0,9"
kryptodenno,"0,9"
slobberchops,"0,9"
johnuko,"0,9"
ecoinstats,"0,9"
xchng,"0,9"
claudio83,"0,9"
ovey10,"0,9"
thebeardflex,"0,9"
gracepro,"0,9"
finguru,"0,9"
mad-runner,"0,9"
drunksamurai,"0,9"
cryptosimplify,"0,886"
vaipraonde,"0,847"
thekittygirl,"0,844"
joydukeson,"0,817"
ykretz.sports,"0,8"
thx.bht,"0,8"
isnochys,"0,8"
debyfunmi,"0,8"
homesteadlt,"0,8"
riverflows,"0,8"
trucklife-family,"0,8"
dynamicrypto,"0,8"
drabs587,"0,8"
ferod23,"0,8"
hjrrodriguez,"0,8"
noelgamingtv,"0,8"
callisto24,"0,8"
makhinoo,"0,8"
asakasa,"0,8"
camillecrls629,"0,8"
lookingforspace,"0,8"
silversaver888,"0,8"
kpreddy,"0,8"
chanmaly,"0,8"
talesfrmthecrypt,"0,8"
driptorchpress,"0,772"
numasi,"0,756"
finris,"0,735"
zonadigital21,"0,729"
trincowski,"0,723"
coolguy123,"0,709"
tobywalter,"0,7"
mcsamm,"0,7"
no-advice,"0,7"
botefarm,"0,7"
thatcryptodave,"0,7"
capcwrites17,"0,7"
marbrym,"0,7"
diebitch,"0,7"
ezun1,"0,7"
saimaali,"0,7"
abh12345,"0,7"
magnacarta.buzz,"0,7"
curangel,"0,7"
sk1920,"0,7"
ocd,"0,7"
rynow,"0,7"
bala41288,"0,7"
aweee,"0,7"
amirreza008r,"0,7"
siberian12,"0,7"
esther-emmanuel,"0,7"
calumam,"0,7"
phendx,"0,7"
stickupcurator,"0,7"
dedoverde,"0,696"
astym,"0,6955"
nathen007,"0,661"
iceledy,"0,6588"
vaynard86,"0,6488"
churchoftheway,"0,641"
adcreatordesign,"0,637"
kwskicky,"0,63"
buffalobison,"0,603"
cathgothard,"0,6"
nonsowrites,"0,6"
jacuzzi,"0,6"
eollarvesm,"0,6"
vrezion,"0,6"
christina-madart,"0,6"
ekotmordemy,"0,6"
deepresearch,"0,6"
filosof103,"0,6"
inthenow,"0,6"
kerrislravenhill,"0,6"
acesontop,"0,6"
psyberx,"0,6"
ezunjoshy,"0,6"
kei2,"0,6"
prechidi,"0,6"
killerwot,"0,6"
juanvegetarian,"0,6"
eirik,"0,6"
mizuosemla,"0,6"
stefano.massari,"0,6"
kiel91,"0,6"
lovewater66,"0,6"
blezyn,"0,6"
casimirio,"0,6"
cryptounicorn420,"0,6"
eddie-earner,"0,6"
flamistan,"0,6"
ctptalk,"0,6"
falcout,"0,6"
thoughtfulposts,"0,6"
hive-179017,"0,6"
dobro2020,"0,6"
bearmol,"0,6"
mipiano,"0,6"
ponmile22222,"0,6"
witnessbot,"0,6"
comet.ranker,"0,6"
captainspaulding,"0,6"
captainquack22,"0,6"
aschatria,"0,6"
eddiesun,"0,6"
bitcoinflood,"0,6"
jaylatour,"0,6"
mrenglish,"0,6"
vokus,"0,586"
papacrusher,"0,58"
geom,"0,576"
phusionphil,"0,576"
bobaphet,"0,57"
cliffblank,"0,5697"
lxsxl,"0,5659"
mein-senf-dazu,"0,526"
johndieo,"0,514"
litkitdiginews,"0,51"
dwixer,"0,5"
racibo,"0,5"
thecuriousfool,"0,5"
danideuder,"0,5"
facu03,"0,5"
katleya,"0,5"
andy4475,"0,5"
iyiolamitide,"0,5"
trippymane,"0,5"
tarazkp,"0,5"
fionasfavourites,"0,5"
lowjab1,"0,5"
faucetb2002,"0,5"
hazem91,"0,5"
nitasew1995,"0,5"
ecoinstant,"0,5"
