account,ownedStake
supriya.gupta1,"564,554"
ifarmgirl,"562,0495"
servelle,"554,4171"
cooperclub,"552,125"
invest4free,"544,7884"
libertycrypto27,"543,7391"
yhuddee111,"535,41"
k-banti,"534,144"
sandraa1,"530,0514"
maurojd,"521,6968"
duvinca,"521,2742"
dimascastillo90,"516,9702"
germangenius,"514,848"
thatcryptodave,"512,8"
pob.curator,"511,8205"
r1s2g3,"508,9263"
meanbees,"504,2019"
flemingfarm,"500,9"
azkabananas,"499,5169"
hannes-stoffel,"487,2372"
nomaddreamer,"485,4473"
dailyspam,"478,8319"
gadrian,"464,5451"
nahueldare3627,"463,5212"
generra-abraham,"461,5283"
torrey.blog,"458,253"
amphlux,"457,493"
archon-gov,"456,1717"
bigtakosensei,"454,0694"
cookaiss,"453,2524"
reeta0119,"449,5782"
bonnie30,"446,317"
brando28,"445,5213"
wearealive,"442,8799"
emaxisonline,"434,7808"
k5905200786,"434,7421"
tuisada,"431,736"
penyaircyber,"427,2688"
ericburgoyne,"426,0298"
valerianis,"415,1374"
l337m45732,"414,111"
coquicoin,"406,95"
arpuch,"405,9313"
martusamak,"398,208"
fiberfrau,"395,2659"
iniobongetim06,"391,0858"
nuthman,"383,569"
psimpson67,"381,002"
ewkaw,"378,1076"
eddwood,"378,1004"
denmarkguy,"374,9431"
temmylade,"363,9638"
helios.voter,"361,9868"
efmm,"356,2053"
hivecoffee,"350,823"
ctpsb,"347,671"
syllem,"344,0144"
sergey44,"342,0267"
uyobong,"340,9"
ekushya.ctp,"339,658"
matthew1,"336,3434"
aslehansen,"334,5"
makerhacks,"319,941"
trentonlundy1,"318,634"
robert0z,"317,5057"
fikif,"308,0346"
technicalside,"303,7957"
yintercept,"302,9457"
karla129,"302,8674"
felixgarciap,"302,3419"
aprilgillian,"301,6154"
ubani,"300,6"
actifraenk,"300,3869"
elon.curator,"300,0"
nathanmars,"297,191"
cryptosimplify,"295,1087"
definethedollar,"293,7095"
scottrohn,"293,514"
amakauz,"293,2733"
starstrings01,"292,945"
drax,"292,4929"
borniet,"291,5721"
bonnierroberts,"291,545"
mamasez,"291,545"
ph1102,"284,64"
gidien,"278,148"
juanmiguelsalas,"277,639"
honeysaver.fund,"276,9085"
magicbeans,"275,7013"
contagio,"275,2892"
cryptospa,"271,534"
queercoin,"271,1911"
eyewaa,"263,4065"
forsakensushi,"260,6349"
thgaming,"259,1298"
helios.trader,"250,0"
rosmadirazali,"242,2206"
zottone444,"241,5252"
lifeskills-tv,"238,9424"
jishan5,"235,099"
adeife2,"235,0442"
biglove,"232,7376"
houhou,"223,4312"
isiksenpalvoja,"221,3133"
franking1,"213,4714"
bructp,"212,6009"
beeminer,"206,9254"
dadspardan,"204,287"
penderis,"203,6571"
solymi,"202,075"
mushanov,"200,3"
marinmex,"200,1729"
cryptonotes,"199,0"
sanelica81,"196,929"
leoneil,"195,6758"
roninrelax,"190,5167"
brofi,"189,247"
saboin,"183,825"
florenceboens,"180,1437"
mybiel,"179,7781"
nerdylens,"175,013"
salexa5,"174,472"
plantpoweronhive,"171,085"
misshugo,"170,0815"
hiveborgminer,"169,2624"
ovey10,"167,27"
magic.alive,"166,843"
monsterjamgold,"165,8738"
andrewn,"165,772"
infinitytcg,"163,4776"
xyzashu,"162,917"
pizzabot,"161,029"
bombus,"159,9622"
cmmndrbawang,"158,6706"
kokyi,"158,263"
blainjones,"157,609"
scoutroc,"157,1802"
jerichternida,"154,681"
shadowspub,"154,2912"
taskmaster4450,"153,272"
peter-stone,"151,821"
roger5120,"151,772"
maverickinvictus,"151,68"
ayhamyou,"151,5324"
relf87,"150,2"
mariannewest,"149,572"
jangle,"149,172"
qurator,"148,472"
jonsnow1983,"148,472"
kennyroy,"148,1037"
rmsadkri,"147,672"
drlobes,"147,6128"
erikklok,"147,6054"
cryptoandcoffee,"147,376"
obrisgold1,"147,272"
cruis,"147,272"
rem-steem,"147,093"
fermionico,"147,0855"
dmilliz,"146,972"
sandymeyer,"146,872"
lebey1,"146,672"
fabian98,"146,472"
brianoflondon,"146,472"
theycallmedan,"146,472"
zellypearl,"146,372"
eliydrakes,"146,372"
sgbonus,"146,172"
slackerman,"146,072"
missagora,"146,072"
mllg,"146,072"
newageinv,"145,972"
irvinc,"145,972"
bimpcy,"145,972"
razack-pulo,"145,972"
gungunkrishu,"145,972"
faisalamin,"145,8977"
elizacheng,"145,872"
evegrace,"145,872"
steemincome,"145,872"
ladygospel,"145,872"
marvyinnovation,"145,872"
crypto-dz,"145,872"
paulag,"145,872"
arrliinn,"145,872"
singhsweety189,"145,872"
david.dicotomia,"145,872"
marleyn,"145,872"
rafaeleff15,"145,872"
bulldog-joy,"145,872"
linco,"145,872"
crystalwills,"145,872"
bvijay,"145,872"
ridoykhan22,"145,872"
faraicelebr8,"145,854"
blokz,"145,828"
nicollefiallo,"145,772"
mariez,"145,772"
khalctp,"145,772"
martinsworld,"145,772"
niffybay,"145,772"
aryankk,"145,772"
kevinli,"145,772"
arslan102,"145,772"
netaterra,"145,772"
khalil319,"145,772"
mhizerbee,"145,772"
ange.nkuru,"145,772"
michaelugom,"145,772"
angelica7,"145,772"
animal-shelter,"145,772"
lizaboss,"145,772"
maaz23,"145,772"
aricheta,"145,772"
adritaa,"145,772"
kings247,"145,772"
mohammadfaisal,"145,772"
motun,"145,772"
alokkumar121.ctp,"145,772"
asad44,"145,772"
naturereality,"145,772"
amr008,"145,772"
mjlipsey3018,"145,772"
rishabh99946,"145,772"
bolabose,"145,772"
kevin.cron,"145,772"
julitimzy,"145,772"
exavil,"145,772"
brooklindt,"145,772"
esomchi,"145,772"
enivelo,"145,772"
bryandivisions,"145,772"
emmanuel-pade,"145,772"
captainbob,"145,772"
caroline675,"145,772"
charlesgoldie,"145,772"
eldecor,"145,772"
eddyeshiet,"145,772"
earnlogy,"145,772"
cherrypee,"145,772"
chimchi1000,"145,772"
dowie,"145,772"
doana1,"145,772"
distinction001,"145,772"
dimsyto,"145,772"
dijin,"145,772"
coyotelation,"145,772"
deputycowboy,"145,772"
debbyola,"145,772"
cryptoeater,"145,772"
dawnndusk,"145,772"
cryptoknight12,"145,772"
dareey12,"145,772"
damonmcnair,"145,772"
curtawakening,"145,772"
cutefantasy,"145,772"
botony,"145,772"
febbykeys,"145,772"
femorano,"145,772"
janetlegere,"145,772"
joy-only-joy,"145,772"
joswag,"145,772"
atrina,"145,772"
joebboy,"145,772"
jinicharley2020,"145,772"
jennawash5,"145,772"
ayorae,"145,772"
ayoyemi1,"145,772"
babeltrips,"145,772"
jeddiekay,"145,772"
jearyjoe,"145,772"
babylove5,"145,772"
bagofincome,"145,772"
jan.kretschmer,"145,772"
glotokens,"145,772"
improbableliason,"145,772"
bennysparks,"145,772"
imaluv54,"145,772"
imadear,"145,772"
iamjohn,"145,772"
holuseyi,"145,772"
bishopntuk,"145,772"
bizventures,"145,772"
blisssss11,"145,772"
hertz.rhb,"145,772"
hafizullah,"145,772"
greatness96,"145,772"
goofy420,"145,772"
oja-venture,"145,772"
dallas27,"145,772"
techbizgeek,"145,772"
respuestastodos,"145,772"
onyeoga,"145,772"
pixiedust4u,"145,772"
ospro,"145,772"
tariqul.bibm,"145,772"
sumit71428,"145,772"
suffgrace,"145,772"
ononnaa,"145,772"
richardtaylor,"145,772"
shadowayiti,"145,772"
steem-key,"145,772"
praise-eu,"145,772"
peterjaphet,"145,772"
smartintravels,"145,772"
sigskeie,"145,772"
prechyrukky,"145,772"
shemzy32,"145,772"
the-sports-nerd,"145,772"
thecrytotrader,"145,772"
reefe,"145,772"
paulnulty,"145,772"
pejupops,"145,772"
adedoyin-g,"145,772"
purepinay,"145,772"
ralphsam2,"145,772"
willspatrick,"145,772"
wanasoloben,"145,772"
voclab,"145,772"
videosteemit,"145,772"
usenflourish,"145,772"
perosky1,"145,772"
prince10,"145,772"
unyime1,"145,772"
uniquechallenges,"145,772"
trumpman2,"145,772"
toufiq777,"145,772"
sharkstudio,"145,772"
peacewealth,"145,772"
roseberry,"145,772"
sahitya2702,"145,772"
sardar-sani,"145,772"
ola96,"145,772"
royalsam,"145,772"
sahilgupta,"145,772"
sbaby,"145,772"
romiz.amin,"145,772"
rosanita,"145,772"
truth2,"144,1569"
esecholo,"142,9569"
ijat,"141,9559"
sinistry,"141,2179"
miketr,"139,4907"
littlenewthings,"139,0"
johnuko,"138,2693"
amaari,"137,2181"
kevmcc,"135,1134"
jfuji,"133,4429"
andy4475,"132,4616"
tarot911,"132,0884"
clicks2cash,"128,0684"
indiebandguru,"125,006"
memess.curator,"124,8988"
sensiblecast,"124,3668"
curatorcat.leo,"124,2705"
freed99,"123,2661"
daniky,"122,1924"
investinthefutur,"122,0616"
itharagaian,"121,8748"
ganjafarmer,"121,5778"
myanmarkoko,"120,9"
myothuzar,"120,105"
olympicdragon,"119,9"
lotto-de,"119,7936"
anderssinho,"119,5153"
yuzana,"119,178"
doctorfate,"119,0318"
uggya,"118,3262"
fnvdesigns,"115,8099"
daddydog,"113,9569"
athomewithcraig,"113,101"
pob.macro,"112,1052"
ianballantine,"110,8408"
urkanon,"110,3774"
jaybart,"109,9637"
xplosive,"107,9518"
atma.love,"106,3511"
elkingplayer,"106,0855"
pinkfloyd878,"106,0201"
dotz132,"105,1254"
nicklewis,"104,604"
hive-102040,"104,2688"
offgridlife,"104,0"
wagyutrader,"103,632"
risingstarpool,"102,953"
pompeylad,"102,6352"
weldmaster,"102,424"
kaniz,"101,805"
helios.curator,"101,3928"
jeevesyboy,"101,227"
actifit-peter,"100,8"
sapphireleopard,"100,7884"
jpiekiel,"100,5"
wiljman76,"100,3"
airhawk-exchange,"100,0"
helios.publisher,"100,0"
berthold,"100,0"
daje10,"99,6704"
alinalazareva,"98,6"
zer0requiem,"97,9001"
mdrasel442,"96,155"
cliffagreen,"95,5767"
achim03,"93,2412"
benthomasuk,"92,0507"
ekavieka,"91,9964"
m0rt0nmattd,"91,3796"
captainspaulding,"90,3514"
elikast,"90,2798"
circlebubble,"90,2243"
amazingdrinks,"88,7172"
svanbo,"87,5468"
vagabond42069,"87,5132"
bokica80,"87,0337"
tekraze,"85,3499"
crisch23,"84,984"
lorddiablo,"83,8597"
kcgm,"82,7646"
potta,"81,7232"
lucky-elephant,"81,6146"
bitandi,"81,516"
realsort,"81,08"
bozz,"80,8097"
shiftrox,"78,5466"
gr33nm4ster,"78,5218"
joalheal,"78,3998"
cpol,"78,3166"
soonlambo,"77,718"
lolz.devs,"76,8981"
tosolini,"76,8937"
freedomprepper,"76,8644"
thranax,"76,8056"
jhepong,"75,897"
candnpg,"75,577"
memehive,"75,238"
stefano.massari,"75,2"
atomcollector,"74,8757"
ksam,"74,2912"
edgar-alive,"73,5638"
orionvk,"72,9502"
my1440,"72,209"
hurtlocker,"71,9473"
violator101,"71,4473"
rayius,"70,7076"
mell79,"69,9761"
egistar,"69,6604"
emeraldtiger,"69,115"
ssebasv,"69,0586"
countrysid,"67,7225"
ayesha-malik,"66,697"
curatorcat.pal,"66,4061"
cezary-io,"66,4"
twicejoy,"65,9177"
thehive,"65,7131"
wanderingmoon,"64,7745"
mariya36,"64,4783"
akumagai,"64,4554"
eunice9200,"64,301"
barski,"64,2524"
arc7icwolf,"63,5785"
ryanth17,"62,721"
sirenahippie,"61,9075"
dstampede,"61,0928"
fredfettmeister,"60,4"
m3ss,"60,3173"
markhodge,"59,726"
grindan,"59,1187"
yoieuqudniram,"58,8173"
hive-199275,"58,6512"
braaiboy,"58,6181"
rzc24-nftbbg,"58,5915"
dmhafiz,"58,0"
plint,"56,402"
amaillo,"55,9462"
papilloncharity,"55,8673"
nastyforce,"55,0"
ngwinndave,"54,103"
lolzbot,"53,6483"
dontcare89,"53,2059"
hiveboost,"53,109"
chatsunny,"52,4699"
quinnertronics,"51,9028"
dbooster,"51,3407"
wazock,"51,0"
lv99-rd-chocobo,"50,9071"
risingstargame,"50,8725"
thisismylife,"50,4439"
alive.trader,"50,2262"
cuddlekitten,"50,1006"
vaped,"50,1"
fenngen,"49,6214"
amirtheawesome1,"49,503"
bananofarmer,"49,083"
birdbeaksd,"48,932"
projectmamabg,"48,9185"
neoxian,"48,751"
mein-senf-dazu,"48,7505"
tanjakolader,"48,024"
pichat,"48,0085"
alonicus,"47,7964"
brutalmonkey,"47,583"
thedoc07,"47,2846"
henruc,"46,4593"
jurusakhir,"46,2913"
petertag,"45,9195"
luba555,"45,7879"
gratitudemine,"44,2294"
merit.ahama,"43,8"
untzuntzuntz,"43,251"
coin.curator,"43,2217"
prinzvalium,"42,7008"
thereikiforest,"41,662"
mspbro,"41,545"
industriousliv,"41,0"
ykretz.sports,"40,6295"
fridee75,"40,5"
curatorcat,"40,2805"
mawit07,"40,2611"
ansoe,"39,765"
happyme,"39,5"
ieronimus,"39,4928"
darmstrong,"38,9685"
c3r34lk1ll3r,"38,8578"
veganlove,"37,5937"
shinyobjects,"37,025"
kdtkaren,"37,0038"
liketu,"36,9126"
tonybad,"36,5938"
bfciv,"36,4079"
nobutsd1974,"35,6438"
nietokilll,"35,3988"
tin.aung.soe,"35,3283"
amigoponc,"34,626"
alenox,"34,5546"
jane1289,"34,332"
hucksbucks,"33,9495"
nickydee,"33,8856"
bilpcoinbot,"33,25"
fasacity,"33,2033"
kehrwoche,"33,0551"
florakese,"33,0015"
plicc8,"32,4954"
priyanarc,"32,2"
ricardoeloy,"31,8641"
dwarflordnoj,"31,1382"
bilpcoin,"31,0"
rationale0440,"30,7"
generikat,"30,7"
uthantzin,"30,5"
buffalobison,"30,288"
whywhy,"30,2461"
theapothecary,"30,1"
lolz.oneup,"30,048"
fragozar01,"30,0"
monstermama,"29,6556"
sonaker,"29,2"
ninjamike,"28,942"
lesmann,"28,8774"
supriya.gupta,"28,8"
trashyomen,"28,771"
slhp,"28,7182"
antisocialist,"28,5634"
bilpcoinbpc,"27,314"
drunksamurai,"27,2"
darkflame,"26,84"
adcreatordesign,"26,5844"
asia-pl,"26,5015"
p1k4ppa10,"26,5"
faustine.books,"26,381"
krakonos,"26,3402"
assasinos3,"26,117"
minnow-aid,"26,1"
rtonline,"25,7246"
ecency,"25,6"
dreemsteem,"25,6"
methodofmad,"25,5729"
rosalestrust,"25,4999"
playbyhive,"25,4427"
blitzzzz,"25,3"
newairdrop,"25,2506"
djbagman,"24,89"
dewabrata,"24,6094"
mateodm03,"24,5"
nata86,"24,5"
bencwarmer,"24,4802"
nyinyiwin,"24,462"
johnny023,"24,3"
sinelux,"24,2891"
fun.farms,"23,7922"
mauriciolimax,"23,7827"
danielhuhservice,"23,6003"
ramon2024,"23,4468"
thequizshow,"23,3598"
alitas,"23,2751"
liotes,"23,2"
otuyanancy,"22,8"
zakludick,"22,7697"
zirochka,"22,7177"
hivebuzz,"22,3"
deeanndmathews,"22,2"
phoenixwren,"22,1131"
farhansadik2,"22,0"
ravenmus1c,"21,8055"
middle-earthling,"21,7311"
crazyphantombr,"21,5714"
kizunasport,"20,9716"
tattoodjay,"20,876"
liquidity.pool,"20,8387"
itsostylish,"20,5"
bobthebuilder2,"20,4095"
tx24bv2,"20,3588"
neopch,"20,3331"
cleanyourcity,"20,2265"
jsynnthagr8,"20,2"
digitalbrain,"19,7574"
mr-chuks,"19,6107"
pixresteemer,"19,6"
h3m4n7,"19,5425"
sunset.curator,"19,3456"
esecholito,"19,1229"
superxsymbiote,"18,9429"
acidosis,"18,9265"
steevc,"18,8187"
williamtboy,"18,7"
adrianhadjii,"18,6796"
fernandoylet,"18,5412"
invest-time,"18,3"
thecryptopimp,"18,2339"
dajokawild,"17,88"
hiro.juegos,"17,7"
killerwot,"17,5874"
nyimwa,"17,3006"
andyplays,"17,225"
lolztoken,"17,202"
gillianpearce,"17,0508"
rentaw03,"17,0"
josman831,"17,0"
hiro.guita,"16,8"
diegoloco,"16,4855"
hopestylist,"16,4774"
enginewitty,"16,4762"
cindynancy,"16,341"
krevasilis,"16,3299"
failingforwards,"16,217"
choco11oreo11,"16,0"
pero82,"15,9492"
monsterbuster,"15,9065"
xuwi,"15,5"
yen1503,"15,483"
thaddeusprime,"15,386"
token-thx,"15,3"
hive-103505,"15,3"
mineopoly,"15,116"
sydney.potts,"15,0"
gtpjfoodbank,"15,0"
hatke,"14,9252"
ziabutt3836,"14,9"
dubble,"14,9"
pvmihalache,"14,7649"
foodwhale,"14,7625"
soyunasantacruz,"14,681"
truth2.curator,"14,598"
rs405,"14,3737"
epearson,"14,2951"
hoffmeister84,"14,2924"
fundacoven,"14,1429"
collinz,"13,8"
linlove,"13,7627"
ahmadmangazap,"13,7"
sentipl,"13,6"
poprzeczka,"13,6"
ciderjunkie,"13,5225"
steemjustice,"13,5191"
libertysports27,"13,2752"
vesytz,"13,2674"
siberian12,"13,1"
lasort,"13,0"
vikingingergiant,"12,9014"
ynwa.andree,"12,8944"
ehizgabriel,"12,8"
dlmmqb,"12,636"
khoola,"12,6227"
shanibeer,"12,6"
deraaa,"12,6"
visualblock,"12,4"
ydaiznfts,"12,3828"
antipops,"12,2393"
arena10,"12,221"
holoferncro,"11,9"
katerinaramm,"11,7001"
republicrose,"11,667"
demotry,"11,54"
siramadeus,"11,5"
kamalhs,"11,3786"
cryptochroma,"11,3772"
freeads.club,"11,357"
yibbiy,"11,1692"
swearingradio,"11,1554"
beauty197,"11,0295"
cryptofiloz,"11,0"
trincowski,"11,0"
jhymi,"10,8561"
astramar,"10,8553"
yasirgujrati,"10,84"
wittyzell,"10,6301"
misslasvegas,"10,6227"
eii,"10,6"
gwajnberg,"10,5613"
bucipuci,"10,5"
ili0braz,"10,4248"
hivedeb,"10,367"
satoshinakam0to,"10,34"
robwillmann,"10,3"
jaopalas,"10,2"
kalib,"10,2"
davchi2,"10,1875"
dickturpin,"10,1323"
drax.leo,"10,0"
myrv,"10,0"
cryptokim03,"9,9819"
da-prince,"9,894"
matias-walkoski,"9,831"
w1tty,"9,719"
paulmoon410,"9,6444"
angie08,"9,6"
leo-hive,"9,5908"
wesphilbin,"9,5385"
aljif7,"9,4978"
tampilyne,"9,4279"
oneup-cartel,"9,372"
dunksocial,"9,3"
alberto0607,"9,2477"
oadissin,"9,225"
honusurf,"9,2198"
snook,"9,2002"
dirego1,"9,1"
thekittygirl,"9,0825"
idksamad78699,"9,0584"
hollowknightgod,"9,048"
joetunex,"9,0"
achimmertens,"9,0"
officialrosh1,"8,9478"
maccazftw,"8,9"
actifit,"8,9"
burn950,"8,771"
lebah,"8,6217"
soltecno,"8,6056"
balikis95,"8,5"
thinkrdotexe,"8,4565"
princessbusayo,"8,3"
naythan,"8,2811"
beckyonweb,"8,2317"
weesleytv,"8,206"
iceledy,"8,1923"
justice007,"8,1"
seki1,"7,9"
memess.dbuzz,"7,8542"
litguru,"7,8"
gregory-f,"7,748"
alexvan,"7,7261"
hatdogsensei,"7,7"
seckorama,"7,6826"
sunday-tags,"7,6712"
solairitas,"7,624"
cyberqueenmeg,"7,6195"
akiraymd,"7,5529"
freegifts,"7,5"
cryptoalvirin,"7,4781"
satyre,"7,4765"
eythorphoto,"7,4149"
hive-fr-engine,"7,4115"
sofs-su,"7,4"
poliac,"7,4"
casimodo,"7,4"
luchyl,"7,3"
blackdaisyft,"7,3"
lologom,"7,2601"
traciyork,"7,254"
buzzgoblin,"7,2115"
lordtimoty,"7,199"
cryptoniusrex,"7,1139"
practicaleric,"7,1"
dayadam,"7,1"
run.vince.run,"7,1"
txracer,"7,0"
kemmyb,"7,0"
mario02,"6,978"
luvshares,"6,932"
vrezion,"6,9"
tygertyger,"6,8917"
grocko,"6,8642"
thealliance,"6,8564"
bluefinstudios,"6,846"
namelessnameless,"6,8"
whitneyalexx,"6,7"
bonus-fr,"6,601"
riverflows,"6,6"
zolajade,"6,589"
belhaven14,"6,5"
mimismartypants,"6,47"
rentmoney,"6,4"
thursday-tags,"6,3305"
davedickeyyall,"6,321"
photofeed,"6,3"
sommylove,"6,3"
rabona,"6,2567"
elgringoviejo,"6,2336"
katiebeth,"6,2"
freemoneyy,"6,154"
juliamulcahy,"6,1"
iskafan,"6,1"
ourpick,"6,1"
ragk88,"6,0964"
queen-silvia,"6,0912"
familiadare,"6,0177"
ifarmgirl-leo,"6,0"
khaleesii,"6,0"
ecto1337,"5,9697"
vrezyy,"5,9517"
shohana1,"5,9195"
acgalarza,"5,9054"
victorbch,"5,892"
chubb149,"5,847"
geom,"5,81"
jayna,"5,8"
ivarbjorn,"5,739"
leeart,"5,7342"
cryptoplanetbg,"5,701"
sperosamuel15,"5,7"
jesustiano,"5,6862"
amigareaction,"5,6786"
arthursiq5,"5,6353"
belzebuzi,"5,6224"
indiaunited,"5,6"
cryptocompany,"5,5436"
michaelklinejr,"5,5265"
ultratrain,"5,4853"
mango-juice,"5,4396"
pravesh0,"5,4229"
alexis666,"5,4"
kvinna,"5,4"
fun.miner,"5,4"
ervin-lemark,"5,4"
daljit1,"5,4"
malos10,"5,3981"
jaylatour,"5,3"
friendlymoose,"5,3"
yorra,"5,3"
johnbenn,"5,3"
cliffblank,"5,2826"
superslayer0040,"5,2269"
kenechukwu97,"5,2"
meesterboom,"5,2"
poshtoken,"5,2"
nasincera,"5,1858"
darmst,"5,1753"
andy-vibes,"5,1231"
helios.surf,"5,1161"
pinkhub,"5,1"
kheldar1982,"5,1"
olamummy,"5,1"
argsolver,"5,0945"
meme.bot,"5,0569"
jaunellargo,"5,0456"
huckleberrie,"5,0273"
kaycooks,"5,0128"
